window,user_gap_difference_user_minus_global,group_gap_difference_user_minus_global,personalization_conflict,reverse_conflict,pareto_conflict_margin,pareto_tradeoff_length,user_weight_switch_threshold
UCI Electricity|lightgbm_quantile|0.8|6.0|2014-12,-0.013597223215633905,0.024813551307827496,True,False,0.013597223215633905,0.02829481944953813,0.6460049716693766
UCI Electricity|lightgbm_quantile|0.9|1.0|2014-01,-0.012085229492862,-0.009093973905902799,False,False,0.0,0.0,
UCI Electricity|lightgbm_quantile|0.9|1.0|2014-02,-0.010421264711923797,-0.0066436583261433,False,False,0.0,0.0,
UCI Electricity|lightgbm_quantile|0.9|1.0|2014-03,-0.0108032743533981,-0.05481449387587051,False,False,0.0,0.0,
UCI Electricity|lightgbm_quantile|0.9|1.0|2014-04,-0.009519779426459898,-0.0418925733434187,False,False,0.0,0.0,
UCI Electricity|lightgbm_quantile|0.9|1.0|2014-05,-0.011130078188212201,-0.013189528606819101,False,False,0.0,0.0,
UCI Electricity|lightgbm_quantile|0.9|1.0|2014-06,-0.010449916183686202,-0.0160859380718835,False,False,0.0,0.0,
UCI Electricity|lightgbm_quantile|0.9|1.0|2014-07,-0.011355051842613102,-0.0098498264503789,False,False,0.0,0.0,
UCI Electricity|lightgbm_quantile|0.9|1.0|2014-08,-0.013370144811989098,-0.010159146183089,False,False,0.0,0.0,
UCI Electricity|lightgbm_quantile|0.9|1.0|2014-09,-0.0114071759816298,-0.009618215682925401,False,False,0.0,0.0,
UCI Electricity|lightgbm_quantile|0.9|1.0|2014-10,-0.009513425401499,0.005028347749889198,True,False,0.005028347749889198,0.010760555002587095,0.3457864249112687
UCI Electricity|lightgbm_quantile|0.9|1.0|2014-11,-0.0065923264227360015,-0.0116008805819215,False,False,0.0,0.0,
UCI Electricity|lightgbm_quantile|0.9|1.0|2014-12,-0.0064715447796245,-0.0367123693786583,False,False,0.0,0.0,
UCI Electricity|lightgbm_quantile|0.9|6.0|2014-01,-0.0175617306026433,-0.010893731463950899,False,False,0.0,0.0,
UCI Electricity|lightgbm_quantile|0.9|6.0|2014-02,-0.020417558320784103,-0.0053189154066346014,False,False,0.0,0.0,
UCI Electricity|lightgbm_quantile|0.9|6.0|2014-03,-0.009587813620071599,0.0035948076375740996,True,False,0.0035948076375740996,0.010239570887707723,0.2726929316496271
UCI Electricity|lightgbm_quantile|0.9|6.0|2014-04,-0.006628428497498701,-0.014732637694454001,False,False,0.0,0.0,
UCI Electricity|lightgbm_quantile|0.9|6.0|2014-05,-0.014989787727789299,-0.0190429589481079,False,False,0.0,0.0,
UCI Electricity|lightgbm_quantile|0.9|6.0|2014-06,-0.019276185547532798,-0.023061329795076,False,False,0.0,0.0,
UCI Electricity|lightgbm_quantile|0.9|6.0|2014-07,-0.0187450826121165,-0.0208660200637095,False,False,0.0,0.0,
UCI Electricity|lightgbm_quantile|0.9|6.0|2014-08,-0.0234447146524251,-0.030787904069860202,False,False,0.0,0.0,
UCI Electricity|lightgbm_quantile|0.9|6.0|2014-09,-0.0268248355060499,-0.033591718350401895,False,False,0.0,0.0,
UCI Electricity|lightgbm_quantile|0.9|6.0|2014-10,-0.013480596682799696,0.0289868855790217,True,False,0.013480596682799696,0.031968203304152176,0.682566614152239
UCI Electricity|lightgbm_quantile|0.9|6.0|2014-11,-0.009210018318177693,-0.0045039068258882,False,False,0.0,0.0,
UCI Electricity|lightgbm_quantile|0.9|6.0|2014-12,-0.002232990804981294,0.0048570120404400965,True,False,0.002232990804981294,0.005345728565510138,0.6850507886011183
UCI Electricity|persistence_quantile_interval|0.8|1.0|2014-01,-0.0312423138775897,-0.0381222620469933,False,False,0.0,0.0,
UCI Electricity|persistence_quantile_interval|0.8|1.0|2014-02,-0.032315668202765005,-0.05250496031746041,False,False,0.0,0.0,
UCI Electricity|persistence_quantile_interval|0.8|1.0|2014-03,-0.019215897266105397,-0.015148347272003398,False,False,0.0,0.0,
UCI Electricity|persistence_quantile_interval|0.8|1.0|2014-04,-0.0164782909742587,-0.028613683127571996,False,False,0.0,0.0,
UCI Electricity|persistence_quantile_interval|0.8|1.0|2014-05,-0.0195893639832245,-0.0528449820788531,False,False,0.0,0.0,
UCI Electricity|persistence_quantile_interval|0.8|1.0|2014-06,-0.025674079504724598,-0.0528301656920078,False,False,0.0,0.0,
UCI Electricity|persistence_quantile_interval|0.8|1.0|2014-07,-0.0222154558067669,-0.0700736496258567,False,False,0.0,0.0,
UCI Electricity|persistence_quantile_interval|0.8|1.0|2014-08,-0.0289228786302147,0.004415571485463794,True,False,0.004415571485463794,0.02925799343429708,0.13244681351840132
UCI Electricity|persistence_quantile_interval|0.8|1.0|2014-09,-0.0244348729227761,-0.0261316872427984,False,False,0.0,0.0,
UCI Electricity|persistence_quantile_interval|0.8|1.0|2014-10,-0.016100455649102903,-0.03983066612169621,False,False,0.0,0.0,
UCI Electricity|persistence_quantile_interval|0.8|1.0|2014-11,-0.0122525659824047,-0.039364711934156395,False,False,0.0,0.0,
UCI Electricity|persistence_quantile_interval|0.8|1.0|2014-12,-0.0173765490492857,-0.059104938271605095,False,False,0.0,0.0,
UCI Electricity|persistence_quantile_interval|0.8|6.0|2014-01,-0.0569949626336203,-0.055968737554759104,False,False,0.0,0.0,
UCI Electricity|persistence_quantile_interval|0.8|6.0|2014-02,-0.0676806224689289,-0.08243162884062019,False,False,0.0,0.0,
UCI Electricity|persistence_quantile_interval|0.8|6.0|2014-03,-0.023786578059470903,-0.0554451204175312,False,False,0.0,0.0,
UCI Electricity|persistence_quantile_interval|0.8|6.0|2014-04,-0.017282706093190006,-0.07037037037037039,False,False,0.0,0.0,
UCI Electricity|persistence_quantile_interval|0.8|6.0|2014-05,-0.0221618500299562,-0.10212630216521,False,False,0.0,0.0,
UCI Electricity|persistence_quantile_interval|0.8|6.0|2014-06,-0.035055188986640604,-0.0831413796837775,False,False,0.0,0.0,
UCI Electricity|persistence_quantile_interval|0.8|6.0|2014-07,-0.03790716740768779,-0.0745448971892096,False,False,0.0,0.0,
UCI Electricity|persistence_quantile_interval|0.8|6.0|2014-08,-0.0633673493520007,-0.027033552369574,False,False,0.0,0.0,
UCI Electricity|persistence_quantile_interval|0.8|6.0|2014-09,-0.048598892147279193,-0.0167021334199699,False,False,0.0,0.0,
UCI Electricity|persistence_quantile_interval|0.8|6.0|2014-10,-0.0121127376785546,0.00789408182942411,True,False,0.00789408182942411,0.01445804073860356,0.394569552960477
UCI Electricity|persistence_quantile_interval|0.8|6.0|2014-11,-0.009509408602150507,-0.054437946718648586,False,False,0.0,0.0,
UCI Electricity|persistence_quantile_interval|0.8|6.0|2014-12,-0.03101744552707089,-0.1325297117341232,False,False,0.0,0.0,
UCI Electricity|persistence_quantile_interval|0.9|1.0|2014-01,-0.0185907593100621,-0.02702608522501,False,False,0.0,0.0,
UCI Electricity|persistence_quantile_interval|0.9|1.0|2014-02,-0.0216046554252199,-0.038329475308642,False,False,0.0,0.0,
UCI Electricity|persistence_quantile_interval|0.9|1.0|2014-03,-0.010704797717024598,-0.011382417363600301,False,False,0.0,0.0,
UCI Electricity|persistence_quantile_interval|0.9|1.0|2014-04,-0.0085359644835451,-0.0018261316872428025,False,False,0.0,0.0,
UCI Electricity|persistence_quantile_interval|0.9|1.0|2014-05,-0.011492723804118199,-0.0354141776184787,False,False,0.0,0.0,
UCI Electricity|persistence_quantile_interval|0.9|1.0|2014-06,-0.0157960654936462,-0.022865226337448502,False,False,0.0,0.0,
UCI Electricity|persistence_quantile_interval|0.9|1.0|2014-07,-0.013043743890518097,-0.04651376050640341,False,False,0.0,0.0,
UCI Electricity|persistence_quantile_interval|0.9|1.0|2014-08,-0.020522735155929697,-0.007785742731979298,False,False,0.0,0.0,
UCI Electricity|persistence_quantile_interval|0.9|1.0|2014-09,-0.0161473607038123,-0.0201388888888889,False,False,0.0,0.0,
UCI Electricity|persistence_quantile_interval|0.9|1.0|2014-10,-0.0075550641692681,-0.0249765505460187,False,False,0.0,0.0,
UCI Electricity|persistence_quantile_interval|0.9|1.0|2014-11,-0.0075961225154772966,-0.026466590859865698,False,False,0.0,0.0,
UCI Electricity|persistence_quantile_interval|0.9|1.0|2014-12,-0.0114537019518809,-0.0480655663027883,False,False,0.0,0.0,
UCI Electricity|persistence_quantile_interval|0.9|6.0|2014-01,-0.03734509507142181,-0.0427719350646629,False,False,0.0,0.0,
UCI Electricity|persistence_quantile_interval|0.9|6.0|2014-02,-0.046063093492529,-0.04861154622667781,False,False,0.0,0.0,
UCI Electricity|persistence_quantile_interval|0.9|6.0|2014-03,-0.012864006874152498,-0.044755496507508305,False,False,0.0,0.0,
UCI Electricity|persistence_quantile_interval|0.9|6.0|2014-04,-0.011803519061583605,-0.04646347736625531,False,False,0.0,0.0,
UCI Electricity|persistence_quantile_interval|0.9|6.0|2014-05,-0.0154902957777567,-0.0917000723134001,False,False,0.0,0.0,
UCI Electricity|persistence_quantile_interval|0.9|6.0|2014-06,-0.0216479309221244,-0.0745599144466103,False,False,0.0,0.0,
UCI Electricity|persistence_quantile_interval|0.9|6.0|2014-07,-0.0235559943871598,-0.048781807415791606,False,False,0.0,0.0,
UCI Electricity|persistence_quantile_interval|0.9|6.0|2014-08,-0.044458502822186496,-0.024572014714204896,False,False,0.0,0.0,
UCI Electricity|persistence_quantile_interval|0.9|6.0|2014-09,-0.027505905832518697,-0.0103187946718649,False,False,0.0,0.0,
UCI Electricity|persistence_quantile_interval|0.9|6.0|2014-10,-0.008106297102134695,0.007882160598629097,True,False,0.007882160598629097,0.011306657702904885,0.4929906777845467
UCI Electricity|persistence_quantile_interval|0.9|6.0|2014-11,-0.002165811339198506,-0.0519667803768681,False,False,0.0,0.0,
UCI Electricity|persistence_quantile_interval|0.9|6.0|2014-12,-0.0145709172894396,-0.09006603819904749,False,False,0.0,0.0,
